Indicator,Date,Value
NIM,1970-01-01 00:00:00.000002023,8.92666666666667
NIM,1970-01-01 00:00:00.000002022,8.52
NIM,1970-01-01 00:00:00.000002021,8.9225
NIM,1970-01-01 00:00:00.000002020,9.54416666666667
NIM,1970-01-01 00:00:00.000002019,10.3658333333333
NIM,1970-01-01 00:00:00.000002018,10.5366666666667
NIM,1970-01-01 00:00:00.000002017,11.0733333333333
NIM,1970-01-01 00:00:00.000002016,11.8883333333333
NIM,1970-01-01 00:00:00.000002015,12.6625
NIM,1970-01-01 00:00:00.000002014,12.605
NIM,1970-01-01 00:00:00.000002013,11.6575
NIM,1970-01-01 00:00:00.000002012,11.795
NIM,1970-01-01 00:00:00.000002011,12.4033333333333
NIM,1970-01-01 00:00:00.000002010,13.2516666666667
NIM,1970-01-01 00:00:00.000002009,14.4983333333333
NIM,1970-01-01 00:00:00.000002008,13.5983333333333
NIM,1970-01-01 00:00:00.000002007,13.8616666666667
NIM,1970-01-01 00:00:00.000002006,15.9791666666667
NIM,1970-01-01 00:00:00.000002005,14.0508333333333
NIM,1970-01-01 00:00:00.000002004,14.1241666666667
NIM,1970-01-01 00:00:00.000002003,16.935
NIM,1970-01-01 00:00:00.000002002,18.945
NIM,1970-01-01 00:00:00.000002001,18.5475
NIM,1970-01-01 00:00:00.000002000,18.455
NIM,1970-01-01 00:00:00.000001999,27.6625
NIM,1970-01-01 00:00:00.000001998,32.1541666666667
NIM,1970-01-01 00:00:00.000001997,21.8175
NIM,1970-01-01 00:00:00.000001996,19.2175
NIM,1970-01-01 00:00:00.000001995,18.8516666666667
NIM,1970-01-01 00:00:00.000001994,17.76
NIM,1970-01-01 00:00:00.000001993,20.5866666666667
NIM,1970-01-01 00:00:00.000001992,24.0333333333333
NIM,1970-01-01 00:00:00.000001991,25.5333333333333
NIM,1970-01-01 00:00:00.000001990,20.825
NIM,1970-01-01 00:00:00.000001989,21.6991666666667
NIM,1970-01-01 00:00:00.000001988,22.0975
NIM,1970-01-01 00:00:00.000001987,21.6666666666667
NIM,1970-01-01 00:00:00.000001986,21.5041666666667
NPL,1970-01-01 00:00:00.000002022,2.14649051618116
NPL,1970-01-01 00:00:00.000002021,2.64057088343298
NPL,1970-01-01 00:00:00.000002020,2.64268448647727
NPL,1970-01-01 00:00:00.000002019,2.33935750447439
NPL,1970-01-01 00:00:00.000002018,2.20579865068329
NPL,1970-01-01 00:00:00.000002017,2.44404843529866
NPL,1970-01-01 00:00:00.000002016,2.77489855191291
NPL,1970-01-01 00:00:00.000002015,2.31686319973563
NPL,1970-01-01 00:00:00.000002014,1.97494771279186
NPL,1970-01-01 00:00:00.000002013,1.60618085839081
NPL,1970-01-01 00:00:00.000002012,1.67598753441661
NPL,1970-01-01 00:00:00.000002011,2.00668094304848
NPL,1970-01-01 00:00:00.000002010,2.31233314887669
NPL,1970-01-01 00:00:00.000002009,2.89219586768057
NPL,1970-01-01 00:00:00.000002008,2.87020628006279
NPL,1970-01-01 00:00:00.000002007,3.69085921286511
NPL,1970-01-01 00:00:00.000002006,5.15545411942603
NPL,1970-01-01 00:00:00.000002005,6.25246820199786
CAR,1970-01-01 00:00:00.000002022,13.28970234714
CAR,1970-01-01 00:00:00.000002021,13.1696920960953
CAR,1970-01-01 00:00:00.000002020,12.5634216351375
CAR,1970-01-01 00:00:00.000002019,13.4039163891179
CAR,1970-01-01 00:00:00.000002018,12.8231121824865
CAR,1970-01-01 00:00:00.000002017,14.6182982891751
CAR,1970-01-01 00:00:00.000002016,12.4254380685723
CAR,1970-01-01 00:00:00.000002015,10.7746096789164
CAR,1970-01-01 00:00:00.000002014,9.961614035339
CAR,1970-01-01 00:00:00.000002013,9.59759906195034
CAR,1970-01-01 00:00:00.000002012,9.00423180425004
CAR,1970-01-01 00:00:00.000002011,8.62814831400534
CAR,1970-01-01 00:00:00.000002010,8.18652095676075
CAR,1970-01-01 00:00:00.000002009,7.86664838953077
CAR,1970-01-01 00:00:00.000002008,7.579854891937
CAR,1970-01-01 00:00:00.000002007,7.83432458392869
CAR,1970-01-01 00:00:00.000002006,7.63777895246626
CAR,1970-01-01 00:00:00.000002005,7.77656060636301
